licence_group,source
44443,Mozambique
44443,Nigeria
44443,Oman
44443,Pakistan
44443,"Saudi Arabia"
44443,Seychelles
44443,"South Africa"
44443,"Sri Lanka"
44443,Tanzania
44443,Togo
44443,"United Arab Emirates"
44444,Benin
44444,Egypt
44444,Ghana
44444,India
44444,Kenya
44444,Madagascar
44444,Maldives
44444,Mauritius
44444,Mozambique
44444,Nigeria
44444,Oman
44444,Pakistan
44444,"Saudi Arabia"
44444,Seychelles
44444,"South Africa"
44444,"Sri Lanka"
44444,Tanzania
44444,Togo
44444,"United Arab Emirates"
44445,Benin
44445,Egypt
44445,Ghana
44445,India
44445,Kenya
44445,Madagascar
44445,Maldives
44445,Mauritius
44445,Mozambique
44445,Nigeria
44445,Oman
44445,Pakistan
44445,"Saudi Arabia"
44445,Seychelles
44445,"South Africa"
44445,"Sri Lanka"
44445,Tanzania
44445,Togo
44445,"United Arab Emirates"
44446,Benin
44446,Egypt
44446,Ghana
44446,India
44446,Kenya
44446,Madagascar
44446,Maldives
44446,Mauritius
44446,Mozambique
44446,Nigeria
44446,Oman
44446,Pakistan
44446,"Saudi Arabia"
44446,Seychelles
44446,"South Africa"
44446,"Sri Lanka"
44446,Tanzania
44446,Togo
44446,"United Arab Emirates"
44447,Benin
44447,Egypt
44447,Ghana
44447,India
44447,Kenya
44447,Madagascar
44447,Maldives
44447,Mauritius
44447,Mozambique
44447,Nigeria
44447,Oman
44447,Pakistan
44447,"Saudi Arabia"
44447,Seychelles
44447,"South Africa"
44447,"Sri Lanka"
44447,Tanzania
44447,Togo
44447,"United Arab Emirates"
44448,Benin
44448,Egypt
44448,Ghana
44448,India
44448,Kenya
44448,Madagascar
44448,Maldives
44448,Mauritius
44448,Mozambique
44448,Nigeria
44448,Oman
44448,Pakistan
44448,"Saudi Arabia"
44448,Seychelles
44448,"South Africa"
44448,"Sri Lanka"
44448,Tanzania
44448,Togo
44448,"United Arab Emirates"
44449,Benin
44449,Egypt
44449,Ghana
44449,India
44449,Kenya
44449,Madagascar
44449,Maldives
44449,Mauritius
44449,Mozambique
44449,Nigeria
44449,Oman
44449,Pakistan
44449,"Saudi Arabia"
44449,Seychelles
44449,"South Africa"
44449,"Sri Lanka"
44449,Tanzania
44449,Togo
44449,"United Arab Emirates"
44450,Benin
44450,Egypt
44450,Ghana
44450,India
44450,Kenya
44450,Madagascar
44450,Maldives
44450,Mauritius
44450,Mozambique
44450,Nigeria
44450,Oman
44450,Pakistan
44450,"Saudi Arabia"
44450,Seychelles
44450,"South Africa"
44450,"Sri Lanka"
44450,Tanzania
44450,Togo
44450,"United Arab Emirates"
44451,Benin
44451,Egypt
44451,Ghana
44451,India
44451,Kenya
44451,Madagascar
44451,Maldives
44451,Mauritius
44451,Mozambique
44451,Nigeria
44451,Oman
44451,Pakistan
44451,"Saudi Arabia"
44451,Seychelles
44451,"South Africa"
44451,"Sri Lanka"
44451,Tanzania
44451,Togo
44451,"United Arab Emirates"
44452,Benin
44452,Egypt
44452,Ghana
44452,India
44452,Kenya
44452,Madagascar
44452,Maldives
44452,Mauritius
44452,Mozambique
44452,Nigeria
44452,Oman
44452,Pakistan
44452,"Saudi Arabia"
44452,Seychelles
44452,"South Africa"
44452,"Sri Lanka"
44452,Tanzania
44452,Togo
44452,"United Arab Emirates"
44453,Benin
44453,Egypt
44453,Ghana
44453,India
44453,Kenya
44453,Madagascar
44453,Maldives
44453,Mauritius
44453,Mozambique
44453,Nigeria
44453,Oman
44453,Pakistan
44453,"Saudi Arabia"
44453,Seychelles
44453,"South Africa"
44453,"Sri Lanka"
44453,Tanzania
44453,Togo
44453,"United Arab Emirates"
44454,Benin
44454,Egypt
44454,Ghana
44454,India
44454,Kenya
44454,Madagascar
44454,Maldives
44454,Mauritius
44454,Mozambique
44454,Nigeria
44454,Oman
44454,Pakistan
44454,"Saudi Arabia"
44454,Seychelles
44454,"South Africa"
44454,"Sri Lanka"
44454,Tanzania
44454,Togo
44454,"United Arab Emirates"
44455,Benin
44455,Egypt
44455,Ghana
44455,India
44455,Kenya
44455,Madagascar
44455,Maldives
44455,Mauritius
44455,Mozambique
44455,Nigeria
44455,Oman
44455,Pakistan
44455,"Saudi Arabia"
44455,Seychelles
44455,"South Africa"
44455,"Sri Lanka"
44455,Tanzania
44455,Togo
44455,"United Arab Emirates"
44456,Benin
44456,Egypt
44456,Ghana
44456,India
44456,Kenya
44456,Madagascar
44456,Maldives
44456,Mauritius
44456,Mozambique
44456,Nigeria
44456,Oman
44456,Pakistan
44456,"Saudi Arabia"
44456,Seychelles
44456,"South Africa"
44456,"Sri Lanka"
44456,Tanzania
44456,Togo
44456,"United Arab Emirates"
44457,Benin
44457,Egypt
44457,Ghana
44457,India
44457,Kenya
44457,Madagascar
44457,Maldives
44457,Mauritius
44457,Mozambique
44457,Nigeria
44457,Oman
44457,Pakistan
44457,"Saudi Arabia"
44457,Seychelles
44457,"South Africa"
44457,"Sri Lanka"
44457,Tanzania
44457,Togo
44457,"United Arab Emirates"
44458,Benin
44458,Egypt
44458,Ghana
44458,India
44458,Kenya
44458,Madagascar
44458,Maldives
44458,Mauritius
44458,Mozambique
44458,Nigeria
44458,Oman
44458,Pakistan
44458,"Saudi Arabia"
44458,Seychelles
44458,"South Africa"
44458,"Sri Lanka"
44458,Tanzania
44458,Togo
44458,"United Arab Emirates"
44459,Benin
44459,Egypt
44459,Ghana
44459,India
44459,Kenya
44459,Madagascar
44459,Maldives
44459,Mauritius
44459,Mozambique
44459,Nigeria
44459,Oman
44459,Pakistan
44459,"Saudi Arabia"
44459,Seychelles
44459,"South Africa"
44459,"Sri Lanka"
44459,Tanzania
44459,Togo
44459,"United Arab Emirates"
44460,Benin
44460,Egypt
44460,Ghana
44460,India
44460,Kenya
44460,Madagascar
44460,Maldives
44460,Mauritius
44460,Mozambique
44460,Nigeria
44460,Oman
44460,Pakistan
44460,"Saudi Arabia"
44460,Seychelles
44460,"South Africa"
44460,"Sri Lanka"
44460,Tanzania
44460,Togo
44460,"United Arab Emirates"
44461,Benin
44461,Egypt
44461,Ghana
44461,India
44461,Kenya
44461,Madagascar
44461,Maldives
44461,Mauritius
44461,Mozambique
44461,Nigeria
44461,Oman
44461,Pakistan
44461,"Saudi Arabia"
44461,Seychelles
44461,"South Africa"
44461,"Sri Lanka"
44461,Tanzania
44461,Togo
44461,"United Arab Emirates"
44462,Djibouti
44462,Malta
44462,Mauritius
44462,Oman
44462,"Sri Lanka"
44463,Djibouti
44463,Malta
44463,Mauritius
44463,Oman
44463,"Sri Lanka"
44464,Djibouti
44464,Malta
44464,Mauritius
44464,Oman
44464,"Sri Lanka"
44465,Djibouti
44465,Malta
44465,Mauritius
44465,Oman
44465,"Sri Lanka"
44466,Djibouti
44466,Malta
44466,Mauritius
44466,Oman
44466,"Sri Lanka"
44467,Djibouti
44467,Kenya
44467,Madagascar
44467,Maldives
44467,Malta
44467,Mauritius
44467,Oman
44467,"South Africa"
44467,"Sri Lanka"
44468,Djibouti
44468,Kenya
44468,Madagascar
44468,Maldives
44468,Malta
44468,Mauritius
44468,Oman
44468,"South Africa"
44468,"Sri Lanka"
44469,Djibouti
44469,Kenya
44469,Madagascar
44469,Maldives
44469,Malta
44469,Mauritius
44469,Oman
44469,"South Africa"
44469,"Sri Lanka"
44470,Djibouti
44470,Kenya
44470,Madagascar
44470,Maldives
44470,Malta
44470,Mauritius
44470,Oman
44470,"South Africa"
44470,"Sri Lanka"
44471,Djibouti
44471,Kenya
44471,Madagascar
44471,Maldives
44471,Malta
44471,Mauritius
44471,Oman
44471,"South Africa"
44471,"Sri Lanka"
44472,Djibouti
44472,Kenya
44472,Madagascar
44472,Maldives
44472,Malta
44472,Mauritius
44472,Oman
44472,"South Africa"
44472,"Sri Lanka"
44473,Djibouti
44473,Kenya
44473,Madagascar
44473,Maldives
44473,Malta
44473,Mauritius
44473,Oman
44473,"South Africa"
44473,"Sri Lanka"
44474,Djibouti
44474,Kenya
44474,Madagascar
44474,Maldives
44474,Malta
44474,Mauritius
44474,Oman
44474,"South Africa"
44474,"Sri Lanka"
44475,Djibouti
44475,Kenya
44475,Madagascar
44475,Maldives
44475,Malta
44475,Mauritius
44475,Oman
44475,"South Africa"
44475,"Sri Lanka"
44476,Jordan
44477,Malaysia
44477,"United Kingdom"
44477,France
44478,Malaysia
44478,"United Kingdom"
44478,France
44479,Malaysia
44479,"United Kingdom"
44479,France
44480,Malaysia
44480,"United Kingdom"
44480,France
44481,"Non Specific Country"
44482,Malaysia
44482,"United Kingdom"
44482,France
44483,Malaysia
44483,"United Kingdom"
44483,France
44484,Malaysia
44484,"United Kingdom"
44484,France
44485,Malaysia
44485,"United Kingdom"
44485,France
44486,Malaysia
44486,"United Kingdom"
44486,France
44487,Malaysia
44487,"United Kingdom"
44487,France
44488,Malaysia
44488,"United Kingdom"
44488,France
44489,"United Arab Emirates"
44490,Malaysia
44490,France
44491,Malaysia
44491,"United Kingdom"
44491,France
44492,Iraq
44493,Jordan
44493,"United Kingdom"
44494,Jordan
44495,Jordan
44496,Jordan
44497,Jordan
44498,Jordan
44500,Italy
44500,Malaysia
44501,Italy
44501,Malaysia
44502,Italy
44502,Malaysia
44503,Italy
44503,Malaysia
44504,Italy
44504,Malaysia
44505,Italy
44505,Malaysia
44506,Italy
44506,Malaysia
44507,Italy
44507,Malaysia
44508,Italy
44508,Malaysia
44509,Italy
44509,Malaysia
44510,Angola
44510,Austria
44510,Botswana
44510,Bulgaria
44510,Cameroon
44510,Chad
44510,Denmark
44510,"Equatorial Guinea"
44510,France
44510,Gabon
44510,Germany
44510,Ghana
44510,Greece
44510,"Guinea, Republic of"
44510,Hungary
44510,Israel
44510,Italy
44510,Kenya
44510,Mauritania
44510,Morocco
44510,Mozambique
44510,Namibia
44510,Netherlands
44510,Nigeria
44510,Norway
44510,Poland
44510,Portugal
44510,"Republic of Congo"
44510,Romania
44510,Senegal
44510,Slovenia
44510,"South Africa"
44510,Spain
44510,Switzerland
44510,Tanzania
44510,Turkey
44510,Uganda
44510,Ukraine
44510,"United States of America"
44511,Angola
44511,Austria
44511,Botswana
44511,Bulgaria
44511,Cameroon
44511,Chad
44511,Denmark
44511,"Equatorial Guinea"
44511,France
44511,Gabon
44511,Germany
44511,Ghana
44511,Greece
44511,"Guinea, Republic of"
44511,Hungary
44511,Israel
44511,Italy
44511,Kenya
44511,Mauritania
44511,Morocco
44511,Mozambique
44511,Namibia
44511,Netherlands
44511,Nigeria
44511,Norway
44511,Poland
44511,Portugal
44511,"Republic of Congo"
44511,Romania
44511,Senegal
44511,Slovenia
44511,"South Africa"
44511,Spain
44511,Switzerland
44511,Tanzania
44511,Turkey
44511,Uganda
44511,Ukraine
44511,"United States of America"
44512,Angola
44512,Austria
44512,Botswana
44512,Bulgaria
44512,Cameroon
44512,Chad
44512,Denmark
44512,"Equatorial Guinea"
44512,France
44512,Gabon
44512,Germany
44512,Ghana
44512,Greece
44512,"Guinea, Republic of"
44512,Hungary
44512,Israel
44512,Italy
44512,Kenya
44512,Mauritania
44512,Morocco
44512,Mozambique
44512,Namibia
44512,Netherlands
44512,Nigeria
44512,Norway
44512,Poland
44512,Portugal
44512,"Republic of Congo"
44512,Romania
44512,Senegal
44512,Slovenia
44512,"South Africa"
44512,Spain
44512,Switzerland
44512,Tanzania
44512,Turkey
44512,Uganda
44512,Ukraine
44512,"United States of America"
44513,Angola
44513,Austria
44513,Botswana
44513,Bulgaria
44513,Cameroon
44513,Chad
44513,Denmark
44513,"Equatorial Guinea"
44513,France
44513,Gabon
44513,Germany
44513,Ghana
44513,Greece
44513,"Guinea, Republic of"
44513,Hungary
44513,Israel
44513,Italy
44513,Kenya
44513,Mauritania
44513,Morocco
44513,Mozambique
44513,Namibia
44513,Netherlands
44513,Nigeria
44513,Norway
44513,Poland
44513,Portugal
44513,"Republic of Congo"
44513,Romania
44513,Senegal
44513,Slovenia
44513,"South Africa"
44513,Spain
44513,Switzerland
44513,Tanzania
44513,Turkey
44513,Uganda
44513,Ukraine
44513,"United States of America"
44514,Angola
44514,Austria
44514,Botswana
44514,Bulgaria
44514,Cameroon
44514,Chad
44514,Denmark
44514,"Equatorial Guinea"
44514,France
44514,Gabon
44514,Germany
44514,Ghana
44514,Greece
44514,"Guinea, Republic of"
44514,Hungary
44514,Israel
44514,Italy
44514,Kenya
44514,Mauritania
44514,Morocco
44514,Mozambique
44514,Namibia
44514,Netherlands
44514,Nigeria
44514,Norway
44514,Poland
44514,Portugal
44514,"Republic of Congo"
44514,Romania
44514,Senegal
44514,Slovenia
44514,"South Africa"
44514,Spain
44514,Switzerland
44514,Tanzania
44514,Turkey
44514,Uganda
44514,Ukraine
44514,"United States of America"
44515,"South Africa"
44516,"South Africa"
44517,"South Africa"
44518,"South Africa"
44519,"South Africa"
44520,Jordan
44521,Jordan
44522,Jordan
44523,Jordan
44524,Jordan
44525,Jordan
44526,Jordan
44527,Malaysia
44527,France
44528,Malaysia
44528,France
44529,Malaysia
44529,France
44530,"South Africa"
44531,"South Africa"
44532,"Non Specific Country"
44533,"Non Specific Country"
44534,"Non Specific Country"
44535,Australia
44535,Belgium
44535,Canada
44535,Denmark
44535,Egypt
44535,France
44535,Germany
44535,Ireland
44535,Italy
44535,Netherlands
44535,Norway
44535,Singapore
44535,Spain
44535,Sweden
44535,Switzerland
44535,"United States of America"
44536,Libya
44537,"South Africa"
44538,"South Africa"
44539,Albania
44539,Bulgaria
44539,"Czech Republic"
44539,Romania
44539,Russia
44539,Ukraine
44539,"United Arab Emirates"
44540,"United States of America"
44541,Cyprus
44541,Djibouti
44541,Egypt
44541,Kenya
44541,Kuwait
44541,Madagascar
44541,Maldives
44541,Malta
44541,Mauritius
44541,Mozambique
44541,Oman
44541,Seychelles
44541,Singapore
44541,"South Africa"
44541,"Sri Lanka"
44541,"United Arab Emirates"
44542,Cyprus
44542,Djibouti
44542,Egypt
44542,Kenya
44542,Kuwait
44542,Madagascar
44542,Maldives
44542,Malta
44542,Mauritius
44542,Mozambique
44542,Oman
44542,Seychelles
44542,Singapore
44542,"South Africa"
44542,"Sri Lanka"
44542,"United Arab Emirates"
44543,Cyprus
44543,Djibouti
44543,Egypt
44543,Kenya
44543,Kuwait
44543,Madagascar
44543,Maldives
44543,Malta
44543,Mauritius
44543,Mozambique
44543,Oman
44543,Seychelles
44543,Singapore
44543,"South Africa"
44543,"Sri Lanka"
44543,"United Arab Emirates"
44544,Cyprus
44544,Djibouti
44544,Egypt
44544,Kenya
44544,Kuwait
44544,Madagascar
44544,Maldives
44544,Malta
44544,Mauritius
44544,Mozambique
44544,Oman
44544,Seychelles
44544,Singapore
44544,"South Africa"
44544,"Sri Lanka"
44544,"United Arab Emirates"
44545,Cyprus
44545,Djibouti
44545,Egypt
44545,Kenya
44545,Kuwait
44545,Madagascar
44545,Maldives
44545,Malta
44545,Mauritius
44545,Mozambique
44545,Oman
44545,Seychelles
44545,Singapore
44545,"South Africa"
44545,"Sri Lanka"
44545,"United Arab Emirates"
44546,Malaysia
44546,"United Kingdom"
44546,France
44547,Malaysia
44547,"United Kingdom"
44547,France
